97.4932495325	34.7586862777
97.5283234683	34.7562675353
97.5803145946	34.7528791952
97.6239345619	34.7488841689
97.6705925409	34.7477112134
97.7176739217	34.7439139981
97.7529795492	34.7399517156
97.7910721497	34.7376937323
97.814997578	34.7395014456
97.8578178326	34.7352675777
97.8960353651	34.7323704664
97.9209469423	34.7222348114
97.9404804865	34.7154792705
97.9571053905	34.7110143262
97.9700559955	34.7070839965
97.9841072104	34.7010368972
97.996930101	34.6964319956
98.0117848417	34.691386846
98.0265801117	34.6879979673
98.0402612669	34.6831124385
98.0493861338	34.6729288982
98.0715216554	34.6733013008
98.0942054049	34.6737139608
98.1094746961	34.6712752754
98.1251609025	34.6654017821
98.148224833	34.6636682645
98.1768047514	34.6569888949
98.203097872	34.651652389
98.2418196698	34.6391533027
98.2816950948	34.628442487
98.2934186374	34.6261813449
98.3263618987	34.6212835233
98.3647823958	34.6178699
98.4009805548	34.6066685565
98.4412175603	34.6042688359
98.465442352	34.592666426
98.4994889076	34.5829324845
98.5444671473	34.5697046231
98.5878398421	34.5595231619
98.6239756763	34.555494153
98.6610340003	34.5542587354
98.6810356245	34.5574277499
98.7009334175	34.5548505953
98.7213956244	34.5454610752
98.741715985	34.5411505149
98.757708096	34.5288391823
98.7966375447	34.5201948606
98.8377507418	34.5115262737
98.8663844411	34.5070491465
98.8945973767	34.5022507091
98.9252849716	34.4987772806
